,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
2026023,Bukachacha,52.9833,116.9167,255.96,83,99,4.74,RU,2021-02-13 04:53:31
359792,Aswān,24.0934,32.907,286.85,38,0,4.6,EG,2021-02-13 04:53:31
4921100,Hammond,41.5834,-87.5,263.15,79,90,4.63,US,2021-02-13 04:53:32
1502063,Krasnoturansk,54.3186,91.5639,248.15,77,56,1.0,RU,2021-02-13 04:53:32
2171722,Charters Towers,-20.1,146.2667,305.38,41,69,1.3,AU,2021-02-13 04:53:32
3893726,Constitución,-35.3333,-72.4167,287.49,90,38,2.33,CL,2021-02-13 04:53:32
3441665,Minas,-34.3759,-55.2377,293.15,94,90,4.63,UY,2021-02-13 04:53:32
5367788,Lompoc,34.6391,-120.4579,284.15,87,1,5.66,US,2021-02-13 04:53:32
3652758,Puerto Baquerizo Moreno,-0.9,-89.6,298.06,87,90,4.77,EC,2021-02-13 04:53:32
4574324,Charleston,32.7766,-79.9309,279.82,100,90,3.6,US,2021-02-13 04:53:18
4845585,Westport,41.1415,-73.3579,271.15,34,90,2.57,US,2021-02-13 04:51:03
2618795,Klaksvík,62.2266,-6.589,276.15,70,90,10.8,FO,2021-02-13 04:53:33
3578851,Marigot,18.0667,-63.0833,298.15,78,40,5.66,MF,2021-02-13 04:53:33
1266475,Kishtwār,33.3167,75.7667,287.06,30,100,0.59,IN,2021-02-13 04:53:33
2206874,Waipawa,-41.4122,175.5153,293.15,60,50,7.2,NZ,2021-02-13 04:53:33
178522,Voi,-3.3945,38.563,295.94,80,89,2.41,KE,2021-02-13 04:53:33
3405051,Borba,-4.3878,-59.5939,297.43,96,93,0.45,BR,2021-02-13 04:53:33
3531368,Celestún,20.8667,-90.4,296.62,89,15,1.39,MX,2021-02-13 04:53:34
5554428,Ketchikan,55.3422,-131.6461,275.15,32,1,5.66,US,2021-02-13 04:53:34
3402648,Carutapera,-1.195,-46.02,299.15,85,100,3.72,BR,2021-02-13 04:53:10
2079582,Alyangula,-13.8483,136.4192,302.15,79,75,2.06,AU,2021-02-13 04:49:46
3894426,Coyhaique,-45.5752,-72.0662,285.15,66,0,1.03,CL,2021-02-13 04:53:34
3691954,Sechura,-5.5569,-80.8222,298.1,70,92,5.3,PE,2021-02-13 04:53:34
2027044,Batagay,67.6333,134.6333,249.19,87,0,0.42,RU,2021-02-13 04:53:34
3838859,Río Gallegos,-51.6226,-69.2181,283.15,62,0,1.54,AR,2021-02-13 04:53:34
1862505,Hirara,24.8,125.2833,297.15,69,75,7.2,JP,2021-02-13 04:53:34
3647444,Calabozo,8.9242,-67.4293,298.52,65,47,4.14,VE,2021-02-13 04:53:35
2255285,Sibiti,-3.6819,13.3499,293.95,100,86,1.24,CG,2021-02-13 04:53:35
2013921,Ust-Kuyga,70.0167,135.6,249.34,84,95,0.91,RU,2021-02-13 04:53:35
520798,Nizhniy Baskunchak,48.2198,46.8311,275.27,82,100,8.97,RU,2021-02-13 04:53:35
4047434,Russell,32.3502,-85.1999,283.15,93,90,2.68,US,2021-02-13 04:53:35
535839,Leshukonskoye,64.8989,45.7622,246.92,89,1,1.41,RU,2021-02-13 04:53:35
2186111,Ngunguru,-35.6167,174.5,297.04,58,6,3.58,NZ,2021-02-13 04:50:08
1712961,Gigmoto,13.7796,124.39,299.32,85,69,5.14,PH,2021-02-13 04:53:35
3175217,La Maddalena,41.2142,9.4083,284.15,93,90,6.69,IT,2021-02-13 04:53:36
1513491,Yangi Marg`ilon,40.4272,71.7189,284.15,46,100,2.06,UZ,2021-02-13 04:53:36
1218612,Murgab,37.4966,61.9714,278.15,70,0,3.29,TM,2021-02-13 04:53:36
2186280,Nelson,-41.2833,173.2833,294.26,51,98,1.79,NZ,2021-02-13 04:53:36
2156643,Mount Gambier,-37.8333,140.7667,293.15,56,90,6.69,AU,2021-02-13 04:53:23
5711149,Altamont,42.2068,-121.7372,277.15,87,90,2.06,US,2021-02-13 04:53:36
3868626,Valparaíso,-33.0393,-71.6273,291.48,78,49,3.13,CL,2021-02-13 04:53:36
1816373,Bijie,27.3125,105.2942,281.83,89,100,1.98,CN,2021-02-13 04:53:36
64435,Berbera,10.4396,45.0143,296.92,64,70,1.46,SO,2021-02-13 04:51:32
2031964,Darhan,49.4867,105.9228,254.42,84,69,0.37,MN,2021-02-13 04:53:37
780687,Berlevåg,70.8578,29.0864,265.29,94,72,5.25,NO,2021-02-13 04:53:37
5546220,Saint George,37.1041,-113.5841,284.26,43,1,1.2,US,2021-02-13 04:53:37
2338660,Yaan,7.3833,8.5667,295.6,88,100,2.08,NG,2021-02-13 04:53:37
2092164,Lorengau,-2.0226,147.2712,300.89,77,99,3.29,PG,2021-02-13 04:53:37
8079926,Labuhan,-6.8844,112.2051,301.95,78,100,3.68,ID,2021-02-13 04:53:37
295620,Ashquelon,31.6693,34.5715,284.26,93,0,0.51,IL,2021-02-13 04:53:38
933649,Khakhea,-24.6895,23.494,295.04,64,69,2.07,BW,2021-02-13 04:53:38
4036284,Alofi,-19.0595,-169.9187,302.15,74,69,4.12,NU,2021-02-13 04:53:38
1798473,Puqi,29.7167,113.8833,292.88,53,0,0.62,CN,2021-02-13 04:53:38
1529660,Aksu,41.1231,80.2644,280.71,49,42,0.38,CN,2021-02-13 04:53:38
2121025,Srednekolymsk,67.45,153.6833,243.26,83,0,2.75,RU,2021-02-13 04:50:42
2034995,Shanhecun,44.7,127.2,272.14,98,82,2.45,CN,2021-02-13 04:53:38
3085941,Sierpc,52.8568,19.6691,267.0,97,90,4.12,PL,2021-02-13 04:53:38
2425791,Kibala,9.1104,18.3463,294.15,35,0,1.79,TD,2021-02-13 04:53:38
3408368,Acaraú,-2.8856,-40.12,299.04,85,59,4.62,BR,2021-02-13 04:53:39
3105522,Bereda,43.2686,-7.5406,282.59,88,100,4.47,ES,2021-02-13 04:53:39
4918805,Cedar Lake,41.3648,-87.4411,263.15,79,90,4.63,US,2021-02-13 04:53:39
3652462,Quito,-0.2299,-78.5249,287.15,94,75,1.54,EC,2021-02-13 04:51:00
3623112,La Suiza,9.8524,-83.6133,292.04,88,99,0.89,CR,2021-02-13 04:53:39
3676623,Leticia,-4.2153,-69.9406,297.15,100,75,0.17,CO,2021-02-13 04:50:00
2636790,Stornoway,58.2093,-6.3865,275.15,55,100,6.17,GB,2021-02-13 04:53:39
1817858,Babu,24.4167,111.5167,294.72,47,0,0.65,CN,2021-02-13 04:53:40
1636806,Majene,-3.5403,118.9707,302.26,69,98,2.47,ID,2021-02-13 04:53:40
2436400,Ati,13.2154,18.3353,292.01,24,0,3.35,TD,2021-02-13 04:53:40
3579925,St. George's,12.0564,-61.7485,299.15,78,20,11.32,GD,2021-02-13 04:53:40
1083724,Ambanja,-13.6833,48.45,301.15,82,75,2.06,MG,2021-02-13 04:53:40
598098,Klaipėda,55.7172,21.1175,269.15,93,90,1.03,LT,2021-02-13 04:53:40
3514961,Tzucacab,20.0667,-89.05,295.4,84,16,0.71,MX,2021-02-13 04:53:40
556268,Ostrovnoy,68.0531,39.5131,254.61,91,99,2.38,RU,2021-02-13 04:51:08
1215502,Banda Aceh,5.5577,95.3222,303.4,64,17,1.5,ID,2021-02-13 04:53:41
5012495,Traverse City,44.7631,-85.6206,265.15,86,90,1.54,US,2021-02-13 04:53:41
5961417,Gimli,50.6336,-96.9907,242.15,69,100,2.15,CA,2021-02-13 04:52:59
1153668,Chiang Rai,19.9167,99.9167,300.37,68,0,2.06,TH,2021-02-13 04:53:41
3419842,Sisimiut,66.9395,-53.6735,260.52,92,77,1.46,GL,2021-02-13 04:53:41
1235846,Matara,5.9485,80.5353,303.21,60,40,0.85,LK,2021-02-13 04:50:22
1252919,Warud,21.4667,78.2667,300.7,20,0,3.22,IN,2021-02-13 04:53:41
3173615,Melfi,40.9965,15.6514,273.71,99,100,2.38,IT,2021-02-13 04:53:42
1498161,Muzhi,65.3667,64.6667,245.66,88,100,0.37,RU,2021-02-13 04:53:42
3390814,Raposa,-6.5167,-44.1833,294.84,94,94,0.49,BR,2021-02-13 04:53:42
6122707,Rivers,50.0308,-100.2403,237.15,68,1,2.57,CA,2021-02-13 04:53:42
3395981,Maceió,-9.6658,-35.7353,297.15,94,75,1.54,BR,2021-02-13 04:53:42
3628473,San Cristobal,7.7669,-72.225,292.32,73,64,0.72,VE,2021-02-13 04:53:42
3470709,Barra do Garças,-15.89,-52.2567,294.89,95,100,0.87,BR,2021-02-13 04:53:42
3939761,Hualmay,-11.0964,-77.6139,295.51,76,94,3.85,PE,2021-02-13 04:53:42
1317375,Kyaikto,17.3,97.0167,301.99,38,31,2.64,MM,2021-02-13 04:52:31
3887127,Iquique,-20.2208,-70.1431,296.15,49,0,2.06,CL,2021-02-13 04:53:43
1608451,Nan,18.8333,100.6667,299.15,57,0,1.03,TH,2021-02-13 04:53:43
3393832,Nova Russas,-4.7067,-40.5631,295.58,92,70,1.61,BR,2021-02-13 04:53:09
2094027,Kieta,-6.2167,155.6333,300.68,82,100,5.49,PG,2021-02-13 04:53:43
479442,Uinskoye,56.8817,56.5813,273.43,97,100,3.61,RU,2021-02-13 04:53:43
2013279,Vostok,46.4856,135.8833,271.43,96,100,1.75,RU,2021-02-13 04:53:43
1507116,Dudinka,69.4058,86.1778,242.27,86,100,1.76,RU,2021-02-13 04:53:44
3450387,Santa Catarina,-27.0,-50.0,294.82,98,81,0.54,BR,2021-02-13 04:53:44
1519030,Chu,43.5983,73.7614,277.63,82,90,1.99,KZ,2021-02-13 04:53:44
3448519,São Mateus,-18.7161,-39.8589,295.81,93,100,1.32,BR,2021-02-13 04:49:45
3385899,Tutóia,-2.7619,-42.2744,299.75,83,100,4.33,BR,2021-02-13 04:53:44
1505991,Igarka,67.4667,86.5833,238.93,81,0,1.45,RU,2021-02-13 04:53:44
6050194,La Sarre,48.8002,-79.1996,245.18,88,40,1.98,CA,2021-02-13 04:53:45
2542997,Marrakesh,31.6315,-8.0083,284.15,82,0,1.54,MA,2021-02-13 04:51:07
3068222,Plasy,49.9345,13.3904,262.59,92,90,1.44,CZ,2021-02-13 04:53:45
2022773,Khandyga,62.6667,135.6,261.59,92,46,0.95,RU,2021-02-13 04:53:45
1804430,Lanzhou,36.0564,103.7922,280.15,33,0,7.0,CN,2021-02-13 04:53:45
2127154,Aniva,46.7144,142.5294,274.15,86,75,3.0,RU,2021-02-13 04:53:45
3893629,Coquimbo,-29.9533,-71.3436,289.15,88,0,2.06,CL,2021-02-13 04:53:45
1486321,Yar-Sale,66.8333,70.8333,244.64,87,99,1.84,RU,2021-02-13 04:53:45
2412408,Nioro,13.35,-15.75,295.66,17,0,3.12,GM,2021-02-13 04:53:46
7671223,Kloulklubed,7.0419,134.2556,301.15,78,90,3.09,PW,2021-02-13 04:53:46
2022003,Kizhinga,51.8462,109.9097,255.88,84,17,4.56,RU,2021-02-13 04:53:46
3453315,Poconé,-16.2567,-56.6228,295.39,96,100,1.34,BR,2021-02-13 04:53:46
3135728,Straumen,63.8709,11.2999,275.93,51,90,7.2,NO,2021-02-13 04:53:46
898947,Senanga,-16.1167,23.2667,292.77,92,95,0.91,ZM,2021-02-13 04:53:46
3946820,Barranca,-10.75,-77.7667,294.87,80,99,2.71,PE,2021-02-13 04:53:46
1730622,Anito,12.4497,125.2886,300.75,83,61,1.16,PH,2021-02-13 04:53:47
2377457,Nouadhibou,20.931,-17.0347,289.15,82,0,9.26,MR,2021-02-13 04:53:47
5859699,College,64.8569,-147.8028,254.26,84,1,1.01,US,2021-02-13 04:53:47
5597955,Kuna,43.4918,-116.4201,271.15,100,90,2.06,US,2021-02-13 04:52:56
1643837,Gorontalo,0.5412,123.0595,299.68,85,100,1.63,ID,2021-02-13 04:52:16
2036069,Linjiang,41.8069,126.9078,278.11,68,93,0.18,CN,2021-02-13 04:53:47
4350461,Carroll,39.5501,-77.0164,271.15,64,90,1.54,US,2021-02-13 04:53:48
497547,Selty,57.3132,52.1345,264.41,97,100,2.67,RU,2021-02-13 04:53:48
2013727,Vanavara,60.34,102.2797,249.29,87,100,1.63,RU,2021-02-13 04:53:48
3404558,Cabedelo,-6.9811,-34.8339,297.15,100,75,1.54,BR,2021-02-13 04:53:48
2317982,Yuli,9.6989,10.2744,292.58,25,16,2.49,NG,2021-02-13 04:53:48
6167817,Torbay,47.6666,-52.7314,272.04,86,90,10.8,CA,2021-02-13 04:53:48
1246294,Galle,6.0367,80.217,301.52,68,42,0.74,LK,2021-02-13 04:51:58
1488903,Turukhansk,65.8167,87.9833,242.19,81,0,2.53,RU,2021-02-13 04:53:49
1272864,Dhārchula,29.85,80.5333,294.22,19,59,2.1,IN,2021-02-13 04:53:49
5660340,Kalispell,48.1958,-114.3129,253.71,65,1,2.06,US,2021-02-13 04:53:49
1255491,Sultānpur,26.2667,82.0667,296.73,39,0,0.73,IN,2021-02-13 04:53:49
3868707,Valdivia,-39.8142,-73.2459,284.15,93,0,0.51,CL,2021-02-13 04:53:49
2527087,Tiznit Province,29.5833,-9.5,286.77,62,25,0.49,MA,2021-02-13 04:53:49
5866063,Kenai,60.5544,-151.2583,267.04,67,1,1.54,US,2021-02-13 04:53:49
6113406,Prince Rupert,54.3161,-130.3201,275.15,27,90,7.2,CA,2021-02-13 04:50:14
1566346,Thai Binh,20.45,106.3333,296.15,46,0,2.57,VN,2021-02-13 04:52:08
3392126,Pilar,-9.5972,-35.9567,297.15,94,75,1.54,BR,2021-02-13 04:53:50
5572400,Susanville,40.4163,-120.653,279.15,70,75,2.57,US,2021-02-13 04:53:50
1809461,Guiyang,26.5833,106.7167,283.15,87,90,3.0,CN,2021-02-13 04:53:50
6620339,Karratha,-20.7377,116.8463,303.0,55,28,6.3,AU,2021-02-13 04:53:50
645765,Muhos,64.808,25.9931,258.15,85,0,2.06,FI,2021-02-13 04:53:50
3395458,Maragogi,-9.0122,-35.2225,298.34,84,2,3.45,BR,2021-02-13 04:53:50
1153850,Bo Phloi,14.3236,99.5161,307.04,29,0,2.91,TH,2021-02-13 04:53:50
651943,Kokkola,63.8385,23.1307,267.59,93,0,2.06,FI,2021-02-13 04:53:51
932183,Quthing,-30.4,27.7003,294.36,44,26,0.85,LS,2021-02-13 04:53:51
2157698,Mildura,-34.2,142.15,299.82,31,40,4.12,AU,2021-02-13 04:53:51
6355222,Yulara,-25.2406,130.9889,297.15,57,90,6.69,AU,2021-02-13 04:53:51
3577154,Oranjestad,12.524,-70.027,299.15,78,20,8.75,AW,2021-02-13 04:53:51
3130131,Amposta,40.7131,0.581,284.26,63,27,12.52,ES,2021-02-13 04:53:51
1831112,Kampot,10.6167,104.1833,302.15,69,40,3.09,KH,2021-02-13 04:53:51
5570160,Redding,40.5865,-122.3917,285.15,71,90,2.57,US,2021-02-13 04:51:16
3175096,Laas,46.6166,10.7002,262.15,85,75,3.09,IT,2021-02-13 04:53:52
1501377,Kungurtug,50.5994,97.5228,253.98,82,16,0.69,RU,2021-02-13 04:53:52
686090,Asău,46.4333,26.4,263.71,42,0,3.39,RO,2021-02-13 04:53:52
5003136,Muskegon,43.3,-86.1334,266.15,73,90,2.06,US,2021-02-13 04:49:03
2191562,Dunedin,-45.8742,170.5036,290.93,73,74,4.02,NZ,2021-02-13 04:53:52
6180550,Whitehorse,60.7161,-135.0538,247.15,76,1,1.03,CA,2021-02-13 04:53:52
1283334,Ilām,26.9167,87.9167,292.64,45,10,2.42,NP,2021-02-13 04:53:53
2738381,Lata,40.1629,-8.3327,284.26,91,100,0.45,PT,2021-02-13 04:53:53
4987617,Cadillac,44.2519,-85.4012,263.15,85,75,3.5,US,2021-02-13 04:53:53
1076194,Andilamena,-17.0167,48.5833,293.59,90,96,2.7,MG,2021-02-13 04:53:53
5954718,Flin Flon,54.7682,-101.865,239.2,83,8,0.59,CA,2021-02-13 04:53:53
4271086,Emporia,38.4039,-96.1817,256.15,78,75,6.69,US,2021-02-13 04:53:53
3663495,Manoel Urbano,-8.8389,-69.2597,295.41,96,98,0.93,BR,2021-02-13 04:53:54
286621,Salalah,17.0151,54.0924,294.15,35,0,1.54,OM,2021-02-13 04:53:29
2440485,Niamey,13.5137,2.1098,295.15,16,0,1.54,NE,2021-02-13 04:53:54
2126682,Bilibino,68.0546,166.4372,245.89,84,63,1.81,RU,2021-02-13 04:53:54
771804,Gorlice,49.6556,21.1604,262.04,82,99,4.19,PL,2021-02-13 04:53:54
4311963,Valley Station,38.1112,-85.8702,271.15,74,90,3.6,US,2021-02-13 04:49:11
491684,Smolenskaya Oblast’,55.0,33.0,259.7,94,100,8.96,RU,2021-02-13 04:53:54
1162634,Wana,32.2989,69.5725,288.05,33,97,1.24,PK,2021-02-13 04:53:54
2236568,Uíge,-7.6087,15.0613,291.54,96,26,0.96,AO,2021-02-13 04:53:55
2314705,Kikwit,-5.041,18.8162,294.97,89,100,0.53,CD,2021-02-13 04:53:55
1275682,Bijni,26.4959,90.703,299.04,36,0,2.95,IN,2021-02-13 04:53:55
5134295,Rome,43.2128,-75.4557,257.04,66,1,0.7,US,2021-02-13 04:53:55
3515939,Teopantlán,18.7167,-98.2667,291.23,38,65,2.43,MX,2021-02-13 04:53:55
2132606,Samarai,-10.6167,150.6667,302.1,65,24,3.28,PG,2021-02-13 04:53:55
699413,Novomykolayivka,47.9781,35.9102,260.15,85,75,8.0,UA,2021-02-13 04:53:55
5563397,Eureka,40.8021,-124.1637,283.71,98,100,1.79,US,2021-02-13 04:53:55
1491291,Sosnovoborsk,56.1325,93.3589,248.15,70,0,1.0,RU,2021-02-13 04:53:55
3125287,Cervo,43.6702,-7.4101,281.48,88,100,4.47,ES,2021-02-13 04:53:56
5783695,Tooele,40.5308,-112.2983,276.15,87,90,2.06,US,2021-02-13 04:50:26
893549,Chipinge,-20.1883,32.6236,290.8,100,100,2.35,ZW,2021-02-13 04:50:03
374739,Gogrial,8.5332,28.1004,294.15,27,0,1.73,SS,2021-02-13 04:53:56
3372472,Vila Franca do Campo,37.7167,-25.4333,288.71,94,20,9.26,PT,2021-02-13 04:53:56
2012530,Zhigansk,66.7697,123.3711,251.43,90,100,5.72,RU,2021-02-13 04:53:56
1263610,Manthani,18.65,79.6667,301.43,43,36,3.84,IN,2021-02-13 04:53:56
88834,Tūkrah,32.5341,20.5791,284.31,80,3,2.28,LY,2021-02-13 04:50:30
2448083,Agadez,19.75,10.25,287.95,30,0,4.52,NE,2021-02-13 04:53:57
1899102,Nagato,34.3833,131.2,288.15,76,75,4.12,JP,2021-02-13 04:53:57
3440777,Rocha,-34.4833,-54.3333,292.9,95,100,2.61,UY,2021-02-13 04:53:57
1293960,Taunggyi,20.7833,97.0333,297.94,26,95,1.37,MM,2021-02-13 04:53:57
1516589,Zhezkazgan,47.8043,67.7144,265.76,96,0,3.44,KZ,2021-02-13 04:53:57
1657818,Champasak,14.75,106.0,299.15,50,40,1.03,LA,2021-02-13 04:53:58
1715015,Dicabisagan,17.0818,122.4157,298.81,69,56,3.67,PH,2021-02-13 04:53:58
2175819,Biloela,-24.4167,150.5,306.76,30,13,2.91,AU,2021-02-13 04:53:58
